,video_id,video_name,image_width,image_height,frame_id,image_path
0,0,ADL-Rundle-6,1920,1080,0,./dataset/train/ADL-Rundle-6/img1/000001.jpg
1,0,ADL-Rundle-6,1920,1080,1,./dataset/train/ADL-Rundle-6/img1/000002.jpg
2,0,ADL-Rundle-6,1920,1080,2,./dataset/train/ADL-Rundle-6/img1/000003.jpg
3,0,ADL-Rundle-6,1920,1080,3,./dataset/train/ADL-Rundle-6/img1/000004.jpg
4,0,ADL-Rundle-6,1920,1080,4,./dataset/train/ADL-Rundle-6/img1/000005.jpg
5,0,ADL-Rundle-6,1920,1080,5,./dataset/train/ADL-Rundle-6/img1/000006.jpg
6,0,ADL-Rundle-6,1920,1080,6,./dataset/train/ADL-Rundle-6/img1/000007.jpg
7,0,ADL-Rundle-6,1920,1080,7,./dataset/train/ADL-Rundle-6/img1/000008.jpg
8,0,ADL-Rundle-6,1920,1080,8,./dataset/train/ADL-Rundle-6/img1/000009.jpg
9,0,ADL-Rundle-6,1920,1080,9,./dataset/train/ADL-Rundle-6/img1/000010.jpg
10,0,ADL-Rundle-6,1920,1080,10,./dataset/train/ADL-Rundle-6/img1/000011.jpg
11,0,ADL-Rundle-6,1920,1080,11,./dataset/train/ADL-Rundle-6/img1/000012.jpg
12,0,ADL-Rundle-6,1920,1080,12,./dataset/train/ADL-Rundle-6/img1/000013.jpg
13,0,ADL-Rundle-6,1920,1080,13,./dataset/train/ADL-Rundle-6/img1/000014.jpg
14,0,ADL-Rundle-6,1920,1080,14,./dataset/train/ADL-Rundle-6/img1/000015.jpg
15,0,ADL-Rundle-6,1920,1080,15,./dataset/train/ADL-Rundle-6/img1/000016.jpg
16,0,ADL-Rundle-6,1920,1080,16,./dataset/train/ADL-Rundle-6/img1/000017.jpg
17,0,ADL-Rundle-6,1920,1080,17,./dataset/train/ADL-Rundle-6/img1/000018.jpg
18,0,ADL-Rundle-6,1920,1080,18,./dataset/train/ADL-Rundle-6/img1/000019.jpg
19,0,ADL-Rundle-6,1920,1080,19,./dataset/train/ADL-Rundle-6/img1/000020.jpg
20,0,ADL-Rundle-6,1920,1080,20,./dataset/train/ADL-Rundle-6/img1/000021.jpg
21,0,ADL-Rundle-6,1920,1080,21,./dataset/train/ADL-Rundle-6/img1/000022.jpg
22,0,ADL-Rundle-6,1920,1080,22,./dataset/train/ADL-Rundle-6/img1/000023.jpg
23,0,ADL-Rundle-6,1920,1080,23,./dataset/train/ADL-Rundle-6/img1/000024.jpg
24,0,ADL-Rundle-6,1920,1080,24,./dataset/train/ADL-Rundle-6/img1/000025.jpg
25,0,ADL-Rundle-6,1920,1080,25,./dataset/train/ADL-Rundle-6/img1/000026.jpg
26,0,ADL-Rundle-6,1920,1080,26,./dataset/train/ADL-Rundle-6/img1/000027.jpg
27,0,ADL-Rundle-6,1920,1080,27,./dataset/train/ADL-Rundle-6/img1/000028.jpg
28,0,ADL-Rundle-6,1920,1080,28,./dataset/train/ADL-Rundle-6/img1/000029.jpg
29,0,ADL-Rundle-6,1920,1080,29,./dataset/train/ADL-Rundle-6/img1/000030.jpg
30,0,ADL-Rundle-6,1920,1080,30,./dataset/train/ADL-Rundle-6/img1/000031.jpg
31,0,ADL-Rundle-6,1920,1080,31,./dataset/train/ADL-Rundle-6/img1/000032.jpg
32,0,ADL-Rundle-6,1920,1080,32,./dataset/train/ADL-Rundle-6/img1/000033.jpg
33,0,ADL-Rundle-6,1920,1080,33,./dataset/train/ADL-Rundle-6/img1/000034.jpg
34,0,ADL-Rundle-6,1920,1080,34,./dataset/train/ADL-Rundle-6/img1/000035.jpg
35,0,ADL-Rundle-6,1920,1080,35,./dataset/train/ADL-Rundle-6/img1/000036.jpg
36,0,ADL-Rundle-6,1920,1080,36,./dataset/train/ADL-Rundle-6/img1/000037.jpg
37,0,ADL-Rundle-6,1920,1080,37,./dataset/train/ADL-Rundle-6/img1/000038.jpg
38,0,ADL-Rundle-6,1920,1080,38,./dataset/train/ADL-Rundle-6/img1/000039.jpg
39,0,ADL-Rundle-6,1920,1080,39,./dataset/train/ADL-Rundle-6/img1/000040.jpg
40,0,ADL-Rundle-6,1920,1080,40,./dataset/train/ADL-Rundle-6/img1/000041.jpg
41,0,ADL-Rundle-6,1920,1080,41,./dataset/train/ADL-Rundle-6/img1/000042.jpg
42,0,ADL-Rundle-6,1920,1080,42,./dataset/train/ADL-Rundle-6/img1/000043.jpg
43,0,ADL-Rundle-6,1920,1080,43,./dataset/train/ADL-Rundle-6/img1/000044.jpg
44,0,ADL-Rundle-6,1920,1080,44,./dataset/train/ADL-Rundle-6/img1/000045.jpg
45,0,ADL-Rundle-6,1920,1080,45,./dataset/train/ADL-Rundle-6/img1/000046.jpg
46,0,ADL-Rundle-6,1920,1080,46,./dataset/train/ADL-Rundle-6/img1/000047.jpg
47,0,ADL-Rundle-6,1920,1080,47,./dataset/train/ADL-Rundle-6/img1/000048.jpg
48,0,ADL-Rundle-6,1920,1080,48,./dataset/train/ADL-Rundle-6/img1/000049.jpg
49,0,ADL-Rundle-6,1920,1080,49,./dataset/train/ADL-Rundle-6/img1/000050.jpg
50,0,ADL-Rundle-6,1920,1080,50,./dataset/train/ADL-Rundle-6/img1/000051.jpg
51,0,ADL-Rundle-6,1920,1080,51,./dataset/train/ADL-Rundle-6/img1/000052.jpg
52,0,ADL-Rundle-6,1920,1080,52,./dataset/train/ADL-Rundle-6/img1/000053.jpg
53,0,ADL-Rundle-6,1920,1080,53,./dataset/train/ADL-Rundle-6/img1/000054.jpg
54,0,ADL-Rundle-6,1920,1080,54,./dataset/train/ADL-Rundle-6/img1/000055.jpg
55,0,ADL-Rundle-6,1920,1080,55,./dataset/train/ADL-Rundle-6/img1/000056.jpg
56,0,ADL-Rundle-6,1920,1080,56,./dataset/train/ADL-Rundle-6/img1/000057.jpg
57,0,ADL-Rundle-6,1920,1080,57,./dataset/train/ADL-Rundle-6/img1/000058.jpg
58,0,ADL-Rundle-6,1920,1080,58,./dataset/train/ADL-Rundle-6/img1/000059.jpg
59,0,ADL-Rundle-6,1920,1080,59,./dataset/train/ADL-Rundle-6/img1/000060.jpg
60,0,ADL-Rundle-6,1920,1080,60,./dataset/train/ADL-Rundle-6/img1/000061.jpg
61,0,ADL-Rundle-6,1920,1080,61,./dataset/train/ADL-Rundle-6/img1/000062.jpg
62,0,ADL-Rundle-6,1920,1080,62,./dataset/train/ADL-Rundle-6/img1/000063.jpg
63,0,ADL-Rundle-6,1920,1080,63,./dataset/train/ADL-Rundle-6/img1/000064.jpg
64,0,ADL-Rundle-6,1920,1080,64,./dataset/train/ADL-Rundle-6/img1/000065.jpg
65,0,ADL-Rundle-6,1920,1080,65,./dataset/train/ADL-Rundle-6/img1/000066.jpg
66,0,ADL-Rundle-6,1920,1080,66,./dataset/train/ADL-Rundle-6/img1/000067.jpg
67,0,ADL-Rundle-6,1920,1080,67,./dataset/train/ADL-Rundle-6/img1/000068.jpg
68,0,ADL-Rundle-6,1920,1080,68,./dataset/train/ADL-Rundle-6/img1/000069.jpg
69,0,ADL-Rundle-6,1920,1080,69,./dataset/train/ADL-Rundle-6/img1/000070.jpg
70,0,ADL-Rundle-6,1920,1080,70,./dataset/train/ADL-Rundle-6/img1/000071.jpg
71,0,ADL-Rundle-6,1920,1080,71,./dataset/train/ADL-Rundle-6/img1/000072.jpg
72,0,ADL-Rundle-6,1920,1080,72,./dataset/train/ADL-Rundle-6/img1/000073.jpg
73,0,ADL-Rundle-6,1920,1080,73,./dataset/train/ADL-Rundle-6/img1/000074.jpg
74,0,ADL-Rundle-6,1920,1080,74,./dataset/train/ADL-Rundle-6/img1/000075.jpg
75,0,ADL-Rundle-6,1920,1080,75,./dataset/train/ADL-Rundle-6/img1/000076.jpg
76,0,ADL-Rundle-6,1920,1080,76,./dataset/train/ADL-Rundle-6/img1/000077.jpg
77,0,ADL-Rundle-6,1920,1080,77,./dataset/train/ADL-Rundle-6/img1/000078.jpg
78,0,ADL-Rundle-6,1920,1080,78,./dataset/train/ADL-Rundle-6/img1/000079.jpg
79,0,ADL-Rundle-6,1920,1080,79,./dataset/train/ADL-Rundle-6/img1/000080.jpg
80,0,ADL-Rundle-6,1920,1080,80,./dataset/train/ADL-Rundle-6/img1/000081.jpg
81,0,ADL-Rundle-6,1920,1080,81,./dataset/train/ADL-Rundle-6/img1/000082.jpg
82,0,ADL-Rundle-6,1920,1080,82,./dataset/train/ADL-Rundle-6/img1/000083.jpg
83,0,ADL-Rundle-6,1920,1080,83,./dataset/train/ADL-Rundle-6/img1/000084.jpg
84,0,ADL-Rundle-6,1920,1080,84,./dataset/train/ADL-Rundle-6/img1/000085.jpg
85,0,ADL-Rundle-6,1920,1080,85,./dataset/train/ADL-Rundle-6/img1/000086.jpg
86,0,ADL-Rundle-6,1920,1080,86,./dataset/train/ADL-Rundle-6/img1/000087.jpg
87,0,ADL-Rundle-6,1920,1080,87,./dataset/train/ADL-Rundle-6/img1/000088.jpg
88,0,ADL-Rundle-6,1920,1080,88,./dataset/train/ADL-Rundle-6/img1/000089.jpg
89,0,ADL-Rundle-6,1920,1080,89,./dataset/train/ADL-Rundle-6/img1/000090.jpg
90,0,ADL-Rundle-6,1920,1080,90,./dataset/train/ADL-Rundle-6/img1/000091.jpg
91,0,ADL-Rundle-6,1920,1080,91,./dataset/train/ADL-Rundle-6/img1/000092.jpg
92,0,ADL-Rundle-6,1920,1080,92,./dataset/train/ADL-Rundle-6/img1/000093.jpg
93,0,ADL-Rundle-6,1920,1080,93,./dataset/train/ADL-Rundle-6/img1/000094.jpg
94,0,ADL-Rundle-6,1920,1080,94,./dataset/train/ADL-Rundle-6/img1/000095.jpg
95,0,ADL-Rundle-6,1920,1080,95,./dataset/train/ADL-Rundle-6/img1/000096.jpg
96,0,ADL-Rundle-6,1920,1080,96,./dataset/train/ADL-Rundle-6/img1/000097.jpg
97,0,ADL-Rundle-6,1920,1080,97,./dataset/train/ADL-Rundle-6/img1/000098.jpg
98,0,ADL-Rundle-6,1920,1080,98,./dataset/train/ADL-Rundle-6/img1/000099.jpg
99,0,ADL-Rundle-6,1920,1080,99,./dataset/train/ADL-Rundle-6/img1/000100.jpg
100,0,ADL-Rundle-6,1920,1080,100,./dataset/train/ADL-Rundle-6/img1/000101.jpg
101,0,ADL-Rundle-6,1920,1080,101,./dataset/train/ADL-Rundle-6/img1/000102.jpg
102,0,ADL-Rundle-6,1920,1080,102,./dataset/train/ADL-Rundle-6/img1/000103.jpg
103,0,ADL-Rundle-6,1920,1080,103,./dataset/train/ADL-Rundle-6/img1/000104.jpg
104,0,ADL-Rundle-6,1920,1080,104,./dataset/train/ADL-Rundle-6/img1/000105.jpg
105,0,ADL-Rundle-6,1920,1080,105,./dataset/train/ADL-Rundle-6/img1/000106.jpg
106,0,ADL-Rundle-6,1920,1080,106,./dataset/train/ADL-Rundle-6/img1/000107.jpg
107,0,ADL-Rundle-6,1920,1080,107,./dataset/train/ADL-Rundle-6/img1/000108.jpg
108,0,ADL-Rundle-6,1920,1080,108,./dataset/train/ADL-Rundle-6/img1/000109.jpg
109,0,ADL-Rundle-6,1920,1080,109,./dataset/train/ADL-Rundle-6/img1/000110.jpg
110,0,ADL-Rundle-6,1920,1080,110,./dataset/train/ADL-Rundle-6/img1/000111.jpg
111,0,ADL-Rundle-6,1920,1080,111,./dataset/train/ADL-Rundle-6/img1/000112.jpg
112,0,ADL-Rundle-6,1920,1080,112,./dataset/train/ADL-Rundle-6/img1/000113.jpg
113,0,ADL-Rundle-6,1920,1080,113,./dataset/train/ADL-Rundle-6/img1/000114.jpg
114,0,ADL-Rundle-6,1920,1080,114,./dataset/train/ADL-Rundle-6/img1/000115.jpg
115,0,ADL-Rundle-6,1920,1080,115,./dataset/train/ADL-Rundle-6/img1/000116.jpg
116,0,ADL-Rundle-6,1920,1080,116,./dataset/train/ADL-Rundle-6/img1/000117.jpg
117,0,ADL-Rundle-6,1920,1080,117,./dataset/train/ADL-Rundle-6/img1/000118.jpg
118,0,ADL-Rundle-6,1920,1080,118,./dataset/train/ADL-Rundle-6/img1/000119.jpg
119,0,ADL-Rundle-6,1920,1080,119,./dataset/train/ADL-Rundle-6/img1/000120.jpg
120,0,ADL-Rundle-6,1920,1080,120,./dataset/train/ADL-Rundle-6/img1/000121.jpg
121,0,ADL-Rundle-6,1920,1080,121,./dataset/train/ADL-Rundle-6/img1/000122.jpg
122,0,ADL-Rundle-6,1920,1080,122,./dataset/train/ADL-Rundle-6/img1/000123.jpg
123,0,ADL-Rundle-6,1920,1080,123,./dataset/train/ADL-Rundle-6/img1/000124.jpg
124,0,ADL-Rundle-6,1920,1080,124,./dataset/train/ADL-Rundle-6/img1/000125.jpg
125,0,ADL-Rundle-6,1920,1080,125,./dataset/train/ADL-Rundle-6/img1/000126.jpg
